05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
1810;SEERA GROUP HOLDING;Consumi Discrezionali;Azionario;3.366.942,43;0,01;3.366.942,43;594.911,00;5,66;Arabia Saudita;Saudi Stock Exchange;SAR
6278;TAIWAN SURFACE MOUNTING TECHNOLOGY;IT;Azionario;3.360.919,43;0,01;3.360.919,43;513.000,00;6,55;Taiwan;Taiwan Stock Exchange;TWD
4004;DALLAH HEALTHCARE;Salute;Azionario;3.361.006,63;0,01;3.361.006,63;120.646,00;27,86;Arabia Saudita;Saudi Stock Exchange;SAR
035900;JYP ENTERTAINMENT CORPORATION CORP;Comunicazione;Azionario;3.357.697,56;0,01;3.357.697,56;97.247,00;34,53;Corea;Korea Exchange (Kosdaq);KRW
KAJARIACER;KAJARIA CERAMICS LTD;Industriali;Azionario;3.352.777,66;0,01;3.352.777,66;293.689,00;11,42;India;National Stock Exchange Of India;INR
3035;FARADAY TECHNOLOGY CORP;IT;Azionario;3.353.303,95;0,01;3.353.303,95;550.492,00;6,09;Taiwan;Taiwan Stock Exchange;TWD
357780;SOULBRAIN LTD;Materiali;Azionario;3.355.771,03;0,01;3.355.771,03;14.244,00;235,59;Corea;Korea Exchange (Kosdaq);KRW
601127;SERES GROUP LTD A;Consumi Discrezionali;Azionario;3.345.032,31;0,01;3.345.032,31;302.500,00;11,06;Cina;Shanghai Stock Exchange;CNY
002602;ZHEJIANG CENTURY HUATONG GROUP LTD;Comunicazione;Azionario;3.340.898,81;0,01;3.340.898,81;1.516.900,00;2,20;Cina;Shenzhen Stock Exchange;CNY
SYRMA;SYRMA SGS TECHNOLOGY LTD;IT;Azionario;3.334.394,23;0,01;3.334.394,23;258.033,00;12,92;India;National Stock Exchange Of India;INR
6191;GLOBAL BRANDS MANUFACTURE LTD;IT;Azionario;3.337.625,42;0,01;3.337.625,42;1.046.769,00;3,19;Taiwan;Taiwan Stock Exchange;TWD
TU.R;THAI UNION GROUP NON-VOTING DR PCL;Generi di largo consumo;Azionario;3.329.617,53;0,01;3.329.617,53;9.530.300,00;0,35;Tailandia;Stock Exchange Of Thailand;THB
600926;BANK OF HANGZHOU LTD A;Finanziari;Azionario;3.332.365,90;0,01;3.332.365,90;1.426.158,00;2,34;Cina;Shanghai Stock Exchange;CNY
GLAXO;GLAXOSMITHKLINE PHARMACEUTICALS LT;Salute;Azionario;3.333.356,26;0,01;3.333.356,26;146.230,00;22,80;India;National Stock Exchange Of India;INR
MTH;MOTUS HOLD LTD SHS;Consumi Discrezionali;Azionario;3.328.933,42;0,01;3.328.933,42;550.418,00;6,05;Sud Africa;Johannesburg Stock Exchange;ZAR
601868;CHINA ENERGY ENGINEERING CORP LTD;Industriali;Azionario;3.322.327,31;0,01;3.322.327,31;7.798.100,00;0,43;Cina;Shanghai Stock Exchange;CNY
1866;CHINA XLX FERTILISER LTD;Materiali;Azionario;3.318.366,62;0,01;3.318.366,62;2.691.398,00;1,23;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
192820;COSMAX INC;Generi di largo consumo;Azionario;3.318.646,03;0,01;3.318.646,03;30.822,00;107,67;Corea;Korea Exchange (Stock Market);KRW
601869;YANGTZE OPTICAL FIBRE AND CABLE JO;IT;Azionario;3.307.633,54;0,01;3.307.633,54;50.800,00;65,11;Cina;Shanghai Stock Exchange;CNY
1319;TONG YANG INDUSTRY LTD;Consumi Discrezionali;Azionario;3.311.010,64;0,01;3.311.010,64;1.066.000,00;3,11;Taiwan;Taiwan Stock Exchange;TWD
1681;CONSUN PHARMACEUTICAL GROUP LTD;Salute;Azionario;3.300.007,02;0,01;3.300.007,02;1.793.000,00;1,84;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2486;I-CHIUN PRECISION INDUSTRY LTD;IT;Azionario;3.289.852,31;0,01;3.289.852,31;371.000,00;8,87;Taiwan;Taiwan Stock Exchange;TWD
NATCOPHARM;NATCO PHARMA LTD;Salute;Azionario;3.287.256,53;0,01;3.287.256,53;349.317,00;9,41;India;National Stock Exchange Of India;INR
2050;SAVOLA GROUP;Generi di largo consumo;Azionario;3.253.792,09;0,01;3.253.792,09;414.417,00;7,85;Arabia Saudita;Saudi Stock Exchange;SAR
011170;LOTTE CHEMICAL CORP;Materiali;Azionario;3.233.794,13;0,01;3.233.794,13;64.292,00;50,30;Corea;Korea Exchange (Stock Market);KRW
1321;EAST PIPES INTEGRATED COMPANY FOR;Materiali;Azionario;3.234.240,58;0,01;3.234.240,58;57.039,00;56,70;Arabia Saudita;Saudi Stock Exchange;SAR
601066;CHINA SECURITIES LTD A;Finanziari;Azionario;3.223.589,38;0,01;3.223.589,38;891.065,00;3,62;Cina;Shanghai Stock Exchange;CNY
4003;UNITED ELECTRONICS;Consumi Discrezionali;Azionario;3.227.151,38;0,01;3.227.151,38;158.082,00;20,41;Arabia Saudita;Saudi Stock Exchange;SAR
9969;INNOCARE PHARMA LTD;Salute;Azionario;3.227.675,07;0,01;3.227.675,07;2.397.000,00;1,35;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MPI;MALAYSIAN PACIFIC INDUSTRIES;IT;Azionario;3.214.885,80;0,01;3.214.885,80;276.700,00;11,62;Malesia;Bursa Malaysia;MYR
JSE;JOHANNESBURG STOCK EXCHANGE LTD;Finanziari;Azionario;3.217.595,99;0,01;3.217.595,99;354.744,00;9,07;Sud Africa;Johannesburg Stock Exchange;ZAR
2038;FIH MOBILE LTD;IT;Azionario;3.211.804,69;0,01;3.211.804,69;963.400,00;3,33;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
SIB;SHARJAH ISLAMIC BANK;Finanziari;Azionario;3.209.998,17;0,01;3.209.998,17;4.195.559,00;0,77;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
000977;INSPUR ELECTRONIC INFORMATION INDU;IT;Azionario;3.204.583,98;0,01;3.204.583,98;349.820,00;9,16;Cina;Shenzhen Stock Exchange;CNY
CUB;CITY UNION BANK LTD;Finanziari;Azionario;3.188.888,44;0,01;3.188.888,44;1.236.435,00;2,58;India;National Stock Exchange Of India;INR
CZK;CZK CASH;Liquidità e/o derivati;Contanti;3.179.067,75;0,01;3.179.067,75;66.520.085,00;4,78;Repubblica Ceca;--;CZK
TENNIND;TENNECO CLEAN AIR INDIA LTD;Consumi Discrezionali;Azionario;3.174.970,89;0,01;3.174.970,89;511.705,00;6,20;India;National Stock Exchange Of India;INR
3900;GREENTOWN CHINA LTD;Immobili;Azionario;3.168.047,25;0,01;3.168.047,25;2.869.500,00;1,10;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
FIVESTAR;FIVE-STAR BUSINESS FINANCE LTD;Finanziari;Azionario;3.169.967,40;0,01;3.169.967,40;689.134,00;4,60;India;National Stock Exchange Of India;INR
PGAS;PERUSAHAAN GAS NEGARA;Imprese di servizi di pubblica utilità;Azionario;3.165.599,33;0,01;3.165.599,33;37.518.600,00;0,08;Indonesia;Indonesia Stock Exchange;IDR
1795;LOTUS PHARMACEUTICAL LTD;Salute;Azionario;3.159.688,99;0,01;3.159.688,99;501.722,00;6,30;Taiwan;Taiwan Stock Exchange;TWD
POMO4;MARCOPOLO PREF SA;Industriali;Azionario;3.161.153,74;0,01;3.161.153,74;2.865.432,00;1,10;Brasile;XBSP;BRL
ANTHEM;ANTHEM BIOSCIENCES LTD;Salute;Azionario;3.156.010,38;0,01;3.156.010,38;393.460,00;8,02;India;National Stock Exchange Of India;INR
IREDA;INDIAN RENEWABLE ENERGY DEVELOPMEN;Finanziari;Azionario;3.152.636,45;0,01;3.152.636,45;2.424.852,00;1,30;India;National Stock Exchange Of India;INR
4123;CENTER LABORATORIES INC;Salute;Azionario;3.141.729,66;0,01;3.141.729,66;2.552.210,00;1,23;Taiwan;Gretai Securities Market;TWD
SCGP.R;SCG PACKAGING PCL NON-VOTING DR;Materiali;Azionario;3.142.071,71;0,01;3.142.071,71;3.943.300,00;0,80;Tailandia;Stock Exchange Of Thailand;THB
ITCHOTELS;ITC HOTELS LTD;Consumi Discrezionali;Azionario;3.142.285,74;0,01;3.142.285,74;1.947.492,00;1,61;India;National Stock Exchange Of India;INR
4772;TAIWAN SPECIALITY CHEMICALS CORP;Materiali;Azionario;3.143.054,30;0,01;3.143.054,30;333.000,00;9,44;Taiwan;Gretai Securities Market;TWD
URC;UNIVERSAL ROBINA CORP;Generi di largo consumo;Azionario;3.136.428,53;0,01;3.136.428,53;3.224.280,00;0,97;Filippine;Philippine Stock Exchange Inc.;PHP
300757;ROBOTECHNIK INTELLIGENT TECHNOLOGY;Industriali;Azionario;3.138.057,74;0,01;3.138.057,74;32.800,00;95,67;Cina;Shenzhen Stock Exchange;CNY
9939;TAIWAN HON CHUAN ENTERPRISE LTD;Materiali;Azionario;3.132.439,92;0,01;3.132.439,92;774.376,00;4,05;Taiwan;Taiwan Stock Exchange;TWD
2838;UNION BANK OF TAIWAN;Finanziari;Azionario;3.133.109,99;0,01;3.133.109,99;4.582.555,00;0,68;Taiwan;Taiwan Stock Exchange;TWD
688521;VERISILICON MICROELECTRONICS (SHAN;IT;Azionario;3.133.979,51;0,01;3.133.979,51;94.400,00;33,20;Cina;Shanghai Stock Exchange;CNY
1952;EVEREST MEDICINES LTD;Salute;Azionario;3.134.844,96;0,01;3.134.844,96;854.000,00;3,67;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2498;ROBOSENSE TECHNOLOGY LTD;IT;Azionario;3.129.532,79;0,01;3.129.532,79;761.000,00;4,11;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2230;SAUDI CHEMICAL;Salute;Azionario;3.123.850,46;0,01;3.123.850,46;1.354.402,00;2,31;Arabia Saudita;Saudi Stock Exchange;SAR
CPFE3;CPFL ENERGIA SA;Imprese di servizi di pubblica utilità;Azionario;3.125.356,95;0,01;3.125.356,95;374.944,00;8,34;Brasile;XBSP;BRL
300124;SHENZHEN INOVANCE TECHNOLOGY LTD A;Industriali;Azionario;3.114.380,84;0,01;3.114.380,84;281.379,00;11,07;Cina;Shenzhen Stock Exchange;CNY
2646;STARLUX AIRLINES LTD;Industriali;Azionario;3.116.673,81;0,01;3.116.673,81;4.792.000,00;0,65;Taiwan;Taiwan Stock Exchange;TWD
6451;SHUNSIN TECHNOLOGY HOLDINGS LTD;IT;Azionario;3.106.077,19;0,01;3.106.077,19;147.000,00;21,13;Taiwan;Taiwan Stock Exchange;TWD
000630;TONGLING NONFERROUS METALS GROUP L;Materiali;Azionario;3.095.538,69;0,01;3.095.538,69;3.235.458,00;0,96;Cina;Shenzhen Stock Exchange;CNY
2162;KEYMED BIOSCIENCES INC;Salute;Azionario;3.097.085,46;0,01;3.097.085,46;415.500,00;7,45;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
EMMVEE;EMMVEE PHOTOVOLTAIC POWER LTD;IT;Azionario;3.098.230,47;0,01;3.098.230,47;879.720,00;3,52;India;National Stock Exchange Of India;INR
ELGIEQUIP;ELGI EQUIPMENTS LTD;Industriali;Azionario;3.094.003,80;0,01;3.094.003,80;481.293,00;6,43;India;National Stock Exchange Of India;INR
IIFL;IIFL FINANCE LTD;Finanziari;Azionario;3.083.892,55;0,01;3.083.892,55;566.402,00;5,44;India;National Stock Exchange Of India;INR
BOX;BOXER RETAIL LTD;Generi di largo consumo;Azionario;3.085.170,40;0,01;3.085.170,40;654.629,00;4,71;Sud Africa;Johannesburg Stock Exchange;ZAR
CARBORUNIV;CARBORUNDUM UNIVERSAL LTD;Materiali;Azionario;3.070.849,81;0,01;3.070.849,81;280.376,00;10,95;India;National Stock Exchange Of India;INR
USIM5;USINAS SIDERURGICAS DE MINAS GERAI;Materiali;Azionario;3.071.491,64;0,01;3.071.491,64;1.390.848,00;2,21;Brasile;XBSP;BRL
ENRG;ENERGI MEGA PERSADA;Energia;Azionario;3.072.000,00;0,01;3.072.000,00;46.118.400,00;0,07;Indonesia;Indonesia Stock Exchange;IDR
161890;KOLMAR KOREA LTD;Generi di largo consumo;Azionario;3.066.110,46;0,01;3.066.110,46;56.578,00;54,19;Corea;Korea Exchange (Stock Market);KRW
088350;HANWHA LIFE INSURANCE LTD;Finanziari;Azionario;3.063.145,33;0,01;3.063.145,33;986.352,00;3,11;Corea;Korea Exchange (Stock Market);KRW
DEEPAKNTR;DEEPAK NITRITE LTD;Materiali;Azionario;3.053.659,01;0,01;3.053.659,01;172.551,00;17,70;India;National Stock Exchange Of India;INR
078600;DAEJOO ELECTRONIC MATERIALS LTD;IT;Azionario;3.048.458,53;0,01;3.048.458,53;38.469,00;79,24;Corea;Korea Exchange (Kosdaq);KRW
4919;NUVOTON TECHNOLOGY CORP;IT;Azionario;3.049.540,76;0,01;3.049.540,76;540.000,00;5,65;Taiwan;Taiwan Stock Exchange;TWD
TATACHEM;TATA CHEMICALS LTD;Materiali;Azionario;3.042.765,25;0,01;3.042.765,25;401.597,00;7,58;India;National Stock Exchange Of India;INR
300014;EVE ENERGY LTD A;Industriali;Azionario;3.045.358,56;0,01;3.045.358,56;354.761,00;8,58;Cina;Shenzhen Stock Exchange;CNY
KCE.R;KCE ELECTRONICS NON-VOTING DR PCL;IT;Azionario;3.034.718,82;0,01;3.034.718,82;2.694.500,00;1,13;Tailandia;Stock Exchange Of Thailand;THB
039200;OSCOTEC INC;Salute;Azionario;3.031.129,12;0,01;3.031.129,12;111.865,00;27,10;Corea;Korea Exchange (Kosdaq);KRW
SNT;SANTAM LTD;Finanziari;Azionario;3.031.529,81;0,01;3.031.529,81;137.421,00;22,06;Sud Africa;Johannesburg Stock Exchange;ZAR
1409;SHINKONG SYNTHETIC FIBERS CORP;Materiali;Azionario;3.032.447,57;0,01;3.032.447,57;3.655.114,00;0,83;Taiwan;Taiwan Stock Exchange;TWD
600875;DONGFANG ELECTRIC CORP LTD A;Industriali;Azionario;3.025.598,85;0,01;3.025.598,85;624.200,00;4,85;Cina;Shanghai Stock Exchange;CNY
2869;GREENTOWN SERVICE GROUP LTD;Immobili;Azionario;3.029.066,29;0,01;3.029.066,29;5.148.000,00;0,59;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
004800;HYOSUNG CORP;Industriali;Azionario;3.022.367,60;0,01;3.022.367,60;26.016,00;116,17;Corea;Korea Exchange (Stock Market);KRW
002648;SATELLITE CHEMICAL LTD A;Materiali;Azionario;3.022.668,46;0,01;3.022.668,46;855.395,00;3,53;Cina;Shenzhen Stock Exchange;CNY
MAPI;MITRA ADIPERKASA;Consumi Discrezionali;Azionario;3.024.618,98;0,01;3.024.618,98;36.692.600,00;0,08;Indonesia;Indonesia Stock Exchange;IDR
445680;CURIOX BIOSYS LTD;Salute;Azionario;3.014.395,44;0,01;3.014.395,44;52.245,00;57,70;Corea;Korea Exchange (Kosdaq);KRW
601229;BANK OF SHANGHAI LTD A;Finanziari;Azionario;3.015.347,37;0,01;3.015.347,37;2.194.652,00;1,37;Cina;Shanghai Stock Exchange;CNY
AARTIIND;AARTI INDUSTRIES LTD;Materiali;Azionario;3.008.784,61;0,01;3.008.784,61;623.606,00;4,82;India;National Stock Exchange Of India;INR
688126;NATIONAL SILICON INDUSTRY GROUP LT;IT;Azionario;3.010.552,59;0,01;3.010.552,59;716.800,00;4,20;Cina;Shanghai Stock Exchange;CNY
1314;CHINA PETROCHEMICAL DEVELOPMENT CO;Materiali;Azionario;3.004.447,03;0,01;3.004.447,03;11.705.645,00;0,26;Taiwan;Taiwan Stock Exchange;TWD
300442;RANGE INTELLIGENT COMPUTING TECHNO;IT;Azionario;2.992.732,05;0,01;2.992.732,05;259.700,00;11,52;Cina;Shenzhen Stock Exchange;CNY
GLAND;GLAND PHARMA LTD;Salute;Azionario;2.981.544,88;0,01;2.981.544,88;124.530,00;23,94;India;National Stock Exchange Of India;INR
KTC.R;KRUNGTHAI CARD NON-VOTING DR PCL;Finanziari;Azionario;2.983.728,16;0,01;2.983.728,16;3.192.100,00;0,93;Tailandia;Stock Exchange Of Thailand;THB
FSL;FIRSTSOURCE SOLUTIONS LTD;Industriali;Azionario;2.977.260,55;0,01;2.977.260,55;1.054.664,00;2,82;India;National Stock Exchange Of India;INR
035250;KANGWON LAND INC;Consumi Discrezionali;Azionario;2.978.181,46;0,01;2.978.181,46;304.700,00;9,77;Corea;Korea Exchange (Stock Market);KRW
2458;ELAN MICROELECTRONICS CORP;IT;Azionario;2.979.465,09;0,01;2.979.465,09;592.500,00;5,03;Taiwan;Taiwan Stock Exchange;TWD
CRC.R;CENTRAL RETAIL CORPORATION PCL NON;Consumi Discrezionali;Azionario;2.975.731,54;0,01;2.975.731,54;4.580.100,00;0,65;Tailandia;Stock Exchange Of Thailand;THB
NUVAMA;NUVAMA WEALTH MANAGEMENT LTD;Finanziari;Azionario;2.970.831,38;0,01;2.970.831,38;179.141,00;16,58;India;National Stock Exchange Of India;INR
SAR;SAR CASH(COMMITTED);Liquidità e/o derivati;Contanti;2.964.157,79;0,01;2.964.157,79;11.129.523,00;26,63;Arabia Saudita;--;SAR
2096;SIMCERE PHARMACEUTICAL GROUP LTD;Salute;Azionario;2.964.206,08;0,01;2.964.206,08;2.353.000,00;1,26;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
POONAWALLA;POONAWALLA FINCORP LTD;Finanziari;Azionario;2.965.202,72;0,01;2.965.202,72;722.086,00;4,11;India;National Stock Exchange Of India;INR
SMFT3;SMARTFIT ESCOLA DE GINASTICA E DAN;Consumi Discrezionali;Azionario;2.966.855,34;0,01;2.966.855,34;821.774,00;3,61;Brasile;XBSP;BRL
600015;HUA XIA BANK LTD A;Finanziari;Azionario;2.962.650,37;0,01;2.962.650,37;2.942.415,00;1,01;Cina;Shanghai Stock Exchange;CNY
FRACTAL;FRACTAL ANALYTICS LTD;IT;Azionario;2.955.299,64;0,01;2.955.299,64;279.197,00;10,58;India;National Stock Exchange Of India;INR
CXSE3;CAIXA SEGURIDADE PARTICIPACOES SA;Finanziari;Azionario;2.953.215,98;0,01;2.953.215,98;860.828,00;3,43;Brasile;XBSP;BRL
600886;SDIC POWER HOLDINGS LTD A;Imprese di servizi di pubblica utilità;Azionario;2.954.261,53;0,01;2.954.261,53;1.458.500,00;2,03;Cina;Shanghai Stock Exchange;CNY
600346;HENGLI PETROCHEMICAL LTD A;Materiali;Azionario;2.941.531,83;0,01;2.941.531,83;1.176.500,00;2,50;Cina;Shanghai Stock Exchange;CNY
300136;SHENZHEN SUNWAY COMMUNICATION LTD;IT;Azionario;2.943.792,37;0,01;2.943.792,37;187.800,00;15,68;Cina;Shenzhen Stock Exchange;CNY
PPLPHARMA;PIRAMAL PHARMA LTD;Salute;Azionario;2.945.249,24;0,01;2.945.249,24;1.676.626,00;1,76;India;National Stock Exchange Of India;INR
CHAMBLFERT;CHAMBAL FERTILISERS AND CHEMICALS;Materiali;Azionario;2.937.251,33;0,01;2.937.251,33;596.219,00;4,93;India;National Stock Exchange Of India;INR
AFFLE;AFFLE I LTD;Comunicazione;Azionario;2.939.753,56;0,01;2.939.753,56;189.072,00;15,55;India;National Stock Exchange Of India;INR
PWL;PHYSICSWALLAH LTD;Consumi Discrezionali;Azionario;2.929.295,99;0,01;2.929.295,99;2.707.061,00;1,08;India;National Stock Exchange Of India;INR
3020;YAMAMA SAUDI CEMENT;Materiali;Azionario;2.929.566,68;0,01;2.929.566,68;447.140,00;6,55;Arabia Saudita;Saudi Stock Exchange;SAR
300857;SHARETRONIC DATA TECHNOLOGY LTD A;IT;Azionario;2.923.510,65;0,01;2.923.510,65;86.800,00;33,68;Cina;Shenzhen Stock Exchange;CNY
601888;CHINA TOURISM GROUP DUTY FREE CORP;Consumi Discrezionali;Azionario;2.924.301,35;0,01;2.924.301,35;346.793,00;8,43;Cina;Shanghai Stock Exchange;CNY
ALPEKA;ALPEK SA DE CV;Materiali;Azionario;2.920.127,38;0,01;2.920.127,38;4.165.307,00;0,70;Messico;Bolsa Mexicana De Valores;MXN
ATHM;AUTOHOME ADS REPRESENTING INC CLA;Comunicazione;Azionario;2.921.660,97;0,01;2.921.660,97;176.749,00;16,53;Cina;New York Stock Exchange Inc.;USD
600795;GD POWER DEVELOPMENT LTD A;Imprese di servizi di pubblica utilità;Azionario;2.916.949,43;0,01;2.916.949,43;3.902.700,00;0,75;Cina;Shanghai Stock Exchange;CNY
071970;HD-HYUNDAI MARINE ENGINE LTD;Industriali;Azionario;2.912.956,78;0,01;2.912.956,78;68.211,00;42,71;Corea;Korea Exchange (Stock Market);KRW
600703;SANAN OPTOELECTRONICS LTD A;IT;Azionario;2.906.684,74;0,01;2.906.684,74;1.166.000,00;2,49;Cina;Shanghai Stock Exchange;CNY
JUBLPHARMA;JUBILANT PHARMOVA LTD;Salute;Azionario;2.906.691,27;0,01;2.906.691,27;283.433,00;10,26;India;National Stock Exchange Of India;INR
--;GUJARAT GAS LTD COAC TEMP;Imprese di servizi di pubblica utilità;Azionario;2.906.865,69;0,01;2.906.865,69;689.056,00;4,22;India;National Stock Exchange Of India;INR
TRITURBINE;TRIVENI TURBINE LTD;Industriali;Azionario;2.903.225,82;0,01;2.903.225,82;401.254,00;7,24;India;National Stock Exchange Of India;INR
028670;PAN OCEAN LTD;Industriali;Azionario;2.905.234,48;0,01;2.905.234,48;874.294,00;3,32;Corea;Korea Exchange (Stock Market);KRW
PREMIERENE;PREMIER ENERGIES LTD;IT;Azionario;2.905.531,43;0,01;2.905.531,43;255.384,00;11,38;India;National Stock Exchange Of India;INR
002625;KUANG-CHI TECHNOLOGIES LTD A;Industriali;Azionario;2.905.616,32;0,01;2.905.616,32;525.595,00;5,53;Cina;Shenzhen Stock Exchange;CNY
EKGYO.E;EMLAK KONUT GAYRIMENKUL YATIRIM OR;Immobili;Azionario;2.900.617,98;0,01;2.900.617,98;6.951.377,00;0,42;Turchia;Istanbul Stock Exchange;TRY
BALRAMCHIN;BALRAMPUR CHINI MILLS LTD;Generi di largo consumo;Azionario;2.900.922,82;0,01;2.900.922,82;517.869,00;5,60;India;National Stock Exchange Of India;INR
600188;YANKUANG ENERGY GROUP LTD A;Energia;Azionario;2.901.226,01;0,01;2.901.226,01;785.630,00;3,69;Cina;Shanghai Stock Exchange;CNY
ZENTEC;ZEN TECHNOLOGIES LTD;Industriali;Azionario;2.894.020,67;0,01;2.894.020,67;151.351,00;19,12;India;National Stock Exchange Of India;INR
3413;FOXSEMICON INTEGRATED TECHNOLOGY I;IT;Azionario;2.896.190,93;0,01;2.896.190,93;287.970,00;10,06;Taiwan;Taiwan Stock Exchange;TWD
PSSA3;PORTO SEGURO SA;Finanziari;Azionario;2.888.596,10;0,01;2.888.596,10;309.429,00;9,34;Brasile;XBSP;BRL
EGCO.R;ELECTRICITY GENERATING NON-VOTING;Imprese di servizi di pubblica utilità;Azionario;2.891.832,67;0,01;2.891.832,67;806.500,00;3,59;Tailandia;Stock Exchange Of Thailand;THB
LH.R;LAND AND HOUSE PUBLIC NON-VOTING D;Immobili;Azionario;2.886.465,34;0,01;2.886.465,34;25.875.100,00;0,11;Tailandia;Stock Exchange Of Thailand;THB
3320;CHINA RESOURCES PHARMACEUTICAL GRO;Salute;Azionario;2.879.408,67;0,01;2.879.408,67;4.769.500,00;0,60;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
123;YUEXIU PROPERTY COMPANY LTD;Immobili;Azionario;2.881.985,12;0,01;2.881.985,12;5.143.490,00;0,56;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
1060;DAMAI ENTERTAINMENT HOLDINGS LTD;Comunicazione;Azionario;2.878.676,68;0,01;2.878.676,68;37.590.000,00;0,08;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
EMPOWER;EMIRATES CENTRAL COOLING SYSTEMS C;Imprese di servizi di pubblica utilità;Azionario;2.874.245,00;0,01;2.874.245,00;6.516.286,00;0,44;Emirati Arabi Uniti;Dubai Financial Market;AED
3330;LINGBAO GOLD GROUP LTD H;Materiali;Azionario;2.866.017,86;0,01;2.866.017,86;1.503.000,00;1,91;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3680;GUDENG PRECISION INDUSTRIAL LTD;IT;Azionario;2.858.593,57;0,01;2.858.593,57;173.272,00;16,50;Taiwan;Gretai Securities Market;TWD
601628;CHINA LIFE INSURANCE LTD A;Finanziari;Azionario;2.854.602,39;0,01;2.854.602,39;589.999,00;4,84;Cina;Shanghai Stock Exchange;CNY
4015;JAMJOOM PHARMA;Salute;Azionario;2.851.761,79;0,01;2.851.761,79;68.550,00;41,60;Arabia Saudita;Saudi Stock Exchange;SAR
IGTI11;IGUATEMI UNIT SA;Immobili;Azionario;2.848.345,13;0,01;2.848.345,13;587.738,00;4,85;Brasile;XBSP;BRL
9985;WEILONG DELICIOUS GLOBAL HOLDINGS;Generi di largo consumo;Azionario;2.839.680,40;0,01;2.839.680,40;2.834.200,00;1,00;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
011210;HYUNDAI WIA CORP;Consumi Discrezionali;Azionario;2.839.823,47;0,01;2.839.823,47;54.695,00;51,92;Corea;Korea Exchange (Stock Market);KRW
2083;POWER AND WATER UTILITY COMPANY FO;Imprese di servizi di pubblica utilità;Azionario;2.841.936,53;0,01;2.841.936,53;273.746,00;10,38;Arabia Saudita;Saudi Stock Exchange;SAR
3673;TPK HOLDING LTD;IT;Azionario;2.837.608,46;0,01;2.837.608,46;1.040.000,00;2,73;Taiwan;Taiwan Stock Exchange;TWD
2006;TUNG HO STEEL ENTERPRISE CORP;Materiali;Azionario;2.839.297,58;0,01;2.839.297,58;1.335.720,00;2,13;Taiwan;Taiwan Stock Exchange;TWD
601012;LONGI GREEN ENERGY TECHNOLOGY LTD;IT;Azionario;2.830.862,33;0,01;2.830.862,33;1.462.508,00;1,94;Cina;Shanghai Stock Exchange;CNY
ARVIND;ARVIND LTD;Consumi Discrezionali;Azionario;2.820.483,16;0,01;2.820.483,16;542.366,00;5,20;India;National Stock Exchange Of India;INR
AKTR;AKTOR SA HOLDING COMPANY TECHNICAL;Industriali;Azionario;2.810.033,24;0,01;2.810.033,24;238.805,00;11,77;Grecia;Athens Exchange S.A. Cash Market;EUR
032500;KMW LTD;IT;Azionario;2.804.753,37;0,01;2.804.753,37;131.755,00;21,29;Corea;Korea Exchange (Kosdaq);KRW
383220;F&F LTD;Consumi Discrezionali;Azionario;2.806.942,56;0,01;2.806.942,56;58.683,00;47,83;Corea;Korea Exchange (Stock Market);KRW
AXREIT;AXIS REITS UNITS TRUST;Immobili;Azionario;2.808.569,02;0,01;2.808.569,02;5.831.400,00;0,48;Malesia;Bursa Malaysia;MYR
1907;YFY INC;Materiali;Azionario;2.792.650,58;0,01;2.792.650,58;3.379.000,00;0,83;Taiwan;Taiwan Stock Exchange;TWD
KAYNES;KAYNES TECHNOLOGY INDIA LTD;IT;Azionario;2.787.074,51;0,01;2.787.074,51;84.757,00;32,88;India;National Stock Exchange Of India;INR
CEMPRO;CEMINDIA PROJECTS LTD;Industriali;Azionario;2.777.175,12;0,01;2.777.175,12;236.929,00;11,72;India;National Stock Exchange Of India;INR
4090;TAIBA INVESTMENTS;Consumi Discrezionali;Azionario;2.769.759,47;0,01;2.769.759,47;514.069,00;5,39;Arabia Saudita;Saudi Stock Exchange;SAR
