05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
002595;SHANDONG HIMILE MECHANICAL SCIENCE;Industriali;Azionario;1.279.493,04;0,00;1.279.493,04;170.885,00;7,49;Cina;Shenzhen Stock Exchange;CNY
300866;ANKER INNOVATIONS TECHNOLOGY LTD A;IT;Azionario;1.281.774,49;0,00;1.281.774,49;77.500,00;16,54;Cina;Shenzhen Stock Exchange;CNY
TABGD.E;TAB GIDA SANAYI VE TICARET AS;Consumi Discrezionali;Azionario;1.274.469,78;0,00;1.274.469,78;206.084,00;6,18;Turchia;Istanbul Stock Exchange;TRY
601377;INDUSTRIAL SECURITIES LTD A;Finanziari;Azionario;1.275.590,61;0,00;1.275.590,61;1.481.640,00;0,86;Cina;Shanghai Stock Exchange;CNY
HEIM;HEINEKEN MALAYSIA;Generi di largo consumo;Azionario;1.269.116,19;0,00;1.269.116,19;255.600,00;4,97;Malesia;Bursa Malaysia;MYR
2362;CLEVO;IT;Azionario;1.270.589,63;0,00;1.270.589,63;853.000,00;1,49;Taiwan;Taiwan Stock Exchange;TWD
BGRIM.R;B.GRIMM POWER PCL NON-VOTING DR;Imprese di servizi di pubblica utilità;Azionario;1.271.529,27;0,00;1.271.529,27;2.766.000,00;0,46;Tailandia;Stock Exchange Of Thailand;THB
002131;LEO GROUP LTD A;Comunicazione;Azionario;1.264.331,04;0,00;1.264.331,04;1.531.500,00;0,83;Cina;Shenzhen Stock Exchange;CNY
SAFARI;SAFARI INDUSTRIES INDIA LTD;Consumi Discrezionali;Azionario;1.265.693,89;0,00;1.265.693,89;73.578,00;17,20;India;National Stock Exchange Of India;INR
ECOR3;ECORODOVIAS INFRAESTRUTURA E LOGIS;Industriali;Azionario;1.265.843,37;0,00;1.265.843,37;897.916,00;1,41;Brasile;XBSP;BRL
6269;FLEXIUM INTERCONNECT INC;IT;Azionario;1.267.557,28;0,00;1.267.557,28;586.678,00;2,16;Taiwan;Taiwan Stock Exchange;TWD
6808;SUN ART RETAIL GROUP LTD;Generi di largo consumo;Azionario;1.268.524,60;0,00;1.268.524,60;7.362.000,00;0,17;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ABCB4;BANCO ABC BRASIL PREF SA;Finanziari;Azionario;1.260.868,94;0,00;1.260.868,94;270.981,00;4,65;Brasile;XBSP;BRL
6185;CANSINO BIOLOGICS INC H;Salute;Azionario;1.257.676,15;0,00;1.257.676,15;411.600,00;3,06;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
JBMA;JBM AUTO LTD;Consumi Discrezionali;Azionario;1.257.687,98;0,00;1.257.687,98;175.666,00;7,16;India;National Stock Exchange Of India;INR
FFB;FARM FRESH;Generi di largo consumo;Azionario;1.257.829,69;0,00;1.257.829,69;2.324.100,00;0,54;Malesia;Bursa Malaysia;MYR
FINPIPE;FINOLEX INDUSTRIES LTD;Materiali;Azionario;1.258.742,96;0,00;1.258.742,96;691.033,00;1,82;India;National Stock Exchange Of India;INR
108320;LX SEMICON LTD;IT;Azionario;1.251.858,45;0,00;1.251.858,45;37.165,00;33,68;Corea;Korea Exchange (Stock Market);KRW
HEKTS.E;HEKTAS TICARET A;Materiali;Azionario;1.253.976,47;0,00;1.253.976,47;13.958.818,00;0,09;Turchia;Istanbul Stock Exchange;TRY
1608;HUA ENG WIRE AND CABLE LTD;Industriali;Azionario;1.255.273,72;0,00;1.255.273,72;1.096.000,00;1,15;Taiwan;Taiwan Stock Exchange;TWD
ATT;GRUPA AZOTY SA;Materiali;Azionario;1.246.694,04;0,00;1.246.694,04;191.891,00;6,50;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
NOAH;NOAH HOLDINGS AMERICAN DEPOSITARY;Finanziari;Azionario;1.247.474,20;0,00;1.247.474,20;121.114,00;10,30;Cina;New York Stock Exchange Inc.;USD
601878;ZHESHANG SECURITIES LTD A;Finanziari;Azionario;1.248.016,09;0,00;1.248.016,09;930.300,00;1,34;Cina;Shanghai Stock Exchange;CNY
000210;DL LTD;Materiali;Azionario;1.249.866,24;0,00;1.249.866,24;38.439,00;32,52;Corea;Korea Exchange (Stock Market);KRW
GPIL;GODAWARI POWER AND ISPAT LTD;Materiali;Azionario;1.250.185,85;0,00;1.250.185,85;423.583,00;2,95;India;National Stock Exchange Of India;INR
517;COSCO SHIPPING INTERNATIONAL (HONG;Industriali;Azionario;1.246.198,71;0,00;1.246.198,71;1.598.000,00;0,78;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SPRC.R;STAR PETROLEUM REFINING PCL NON-VO;Energia;Azionario;1.237.793,44;0,00;1.237.793,44;5.458.000,00;0,23;Tailandia;Stock Exchange Of Thailand;THB
600298;ANGEL YEAST LTD A;Generi di largo consumo;Azionario;1.241.042,40;0,00;1.241.042,40;239.500,00;5,18;Cina;Shanghai Stock Exchange;CNY
SHRIPISTON;SHRIRAM PISTONS & RINGS LTD;Consumi Discrezionali;Azionario;1.234.625,48;0,00;1.234.625,48;34.412,00;35,88;India;National Stock Exchange Of India;INR
1320;SAUDI STEEL PIPE;Materiali;Azionario;1.234.991,02;0,00;1.234.991,02;84.004,00;14,70;Arabia Saudita;Saudi Stock Exchange;SAR
297;SINOFERT HOLDINGS LTD;Materiali;Azionario;1.230.527,71;0,00;1.230.527,71;6.220.000,00;0,20;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2359;SOLOMON TECHNOLOGY CORP;IT;Azionario;1.225.400,15;0,00;1.225.400,15;272.000,00;4,51;Taiwan;Taiwan Stock Exchange;TWD
AAVAS;AAVAS FINANCIERS LTD;Finanziari;Azionario;1.227.039,49;0,00;1.227.039,49;89.760,00;13,67;India;National Stock Exchange Of India;INR
MFCB;MEGA FIRST CORPORATION;Imprese di servizi di pubblica utilità;Azionario;1.227.503,48;0,00;1.227.503,48;1.670.400,00;0,73;Malesia;Bursa Malaysia;MYR
IIFLCAPS;IIFL CAPITAL SERVICES LTD;Finanziari;Azionario;1.227.865,35;0,00;1.227.865,35;340.099,00;3,61;India;National Stock Exchange Of India;INR
CTRA;CIPUTRA DEVELOPMENT;Immobili;Azionario;1.227.941,58;0,00;1.227.941,58;39.858.320,00;0,03;Indonesia;Indonesia Stock Exchange;IDR
1666;TONG REN TANG TECHNOLOGIES LTD H;Salute;Azionario;1.228.189,44;0,00;1.228.189,44;2.703.000,00;0,45;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
601777;CHONGQING QIANLI TECHNOLOGY LTD A;Consumi Discrezionali;Azionario;1.220.368,25;0,00;1.220.368,25;823.700,00;1,48;Cina;Shanghai Stock Exchange;CNY
000708;CITIC PACIFIC SPECIAL STEEL GROUP;Materiali;Azionario;1.221.697,09;0,00;1.221.697,09;610.700,00;2,00;Cina;Shenzhen Stock Exchange;CNY
301236;ISOFTSTONE INFORMATION TECHNOLOGY;IT;Azionario;1.222.569,97;0,00;1.222.569,97;198.400,00;6,16;Cina;Shenzhen Stock Exchange;CNY
POWERMECH;POWER MECH PROJECTS LTD;Industriali;Azionario;1.224.050,83;0,00;1.224.050,83;44.664,00;27,41;India;National Stock Exchange Of India;INR
1831;MAHARAH HUMAN RESOURCES CO;Industriali;Azionario;1.215.736,90;0,00;1.215.736,90;705.522,00;1,72;Arabia Saudita;Saudi Stock Exchange;SAR
JSMR;JASA MARGA;Industriali;Azionario;1.217.245,36;0,00;1.217.245,36;7.803.799,00;0,16;Indonesia;Indonesia Stock Exchange;IDR
3362;ABILITY OPTO-ELECTRONICS TECHNOLOG;IT;Azionario;1.211.647,14;0,00;1.211.647,14;258.044,00;4,70;Taiwan;Gretai Securities Market;TWD
1117;CHINA MODERN DAIRY HOLDINGS LTD;Generi di largo consumo;Azionario;1.212.199,34;0,00;1.212.199,34;8.634.000,00;0,14;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2040;SAUDI CERAMIC;Industriali;Azionario;1.214.347,15;0,00;1.214.347,15;166.527,00;7,29;Arabia Saudita;Saudi Stock Exchange;SAR
SUNTV;SUN TV NETWORK LTD;Comunicazione;Azionario;1.206.910,65;0,00;1.206.910,65;221.817,00;5,44;India;National Stock Exchange Of India;INR
TANLA;TANLA PLATFORMS LTD;IT;Azionario;1.208.225,38;0,00;1.208.225,38;221.801,00;5,45;India;National Stock Exchange Of India;INR
5009;GLORIA MATERIAL TECHNOLOGY CORP;Materiali;Azionario;1.208.989,67;0,00;1.208.989,67;1.023.000,00;1,18;Taiwan;Gretai Securities Market;TWD
018670;SK GAS LTD;Energia;Azionario;1.210.142,13;0,00;1.210.142,13;8.418,00;143,76;Corea;Korea Exchange (Stock Market);KRW
TOWR;SARANA MENARA NUSANTARA;Comunicazione;Azionario;1.210.965,36;0,00;1.210.965,36;66.107.700,00;0,02;Indonesia;Indonesia Stock Exchange;IDR
000786;BEIJING NEW BUILDING MATERIALS PUB;Industriali;Azionario;1.203.878,80;0,00;1.203.878,80;372.212,00;3,23;Cina;Shenzhen Stock Exchange;CNY
365550;ESR KENDALL SQUARE REIT LTD;Immobili;Azionario;1.204.801,45;0,00;1.204.801,45;519.261,00;2,32;Corea;Korea Exchange (Stock Market);KRW
542323;KPI GREEN ENERGY LTD;Imprese di servizi di pubblica utilità;Azionario;1.205.200,67;0,00;1.205.200,67;281.920,00;4,27;India;Bse Ltd;INR
000080;HITEJINRO;Generi di largo consumo;Azionario;1.198.202,16;0,00;1.198.202,16;114.599,00;10,46;Corea;Korea Exchange (Stock Market);KRW
BAM.R;BANGKOK COMMERCIAL ASSET MANAGEMEN;Finanziari;Azionario;1.200.486,67;0,00;1.200.486,67;6.168.800,00;0,19;Tailandia;Stock Exchange Of Thailand;THB
214150;CLASSYS INC;Salute;Azionario;1.200.929,10;0,00;1.200.929,10;43.183,00;27,81;Corea;Korea Exchange (Kosdaq);KRW
INDGN;INDEGENE LTD;Salute;Azionario;1.202.330,51;0,00;1.202.330,51;218.250,00;5,51;India;National Stock Exchange Of India;INR
308;CHINA TRAVEL INTERNATIONAL INVESTM;Consumi Discrezionali;Azionario;1.194.585,73;0,00;1.194.585,73;8.210.000,00;0,15;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
BLACKBUCK;BLACKBUCK LTD;IT;Azionario;1.196.550,94;0,00;1.196.550,94;224.188,00;5,34;India;National Stock Exchange Of India;INR
2172;MICROPORT NEUROTECH CORP;Salute;Azionario;1.197.263,51;0,00;1.197.263,51;1.013.000,00;1,18;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
300765;CSPC INNOVATION PHARMACEUTICAL LTD;Salute;Azionario;1.192.040,21;0,00;1.192.040,21;324.740,00;3,67;Cina;Shenzhen Stock Exchange;CNY
8081;GLOBAL MIXED-MODE TECHNOLOGY INC;IT;Azionario;1.192.499,88;0,00;1.192.499,88;134.000,00;8,90;Taiwan;Taiwan Stock Exchange;TWD
007310;OTOKI CORP;Generi di largo consumo;Azionario;1.187.742,41;0,00;1.187.742,41;5.571,00;213,20;Corea;Korea Exchange (Stock Market);KRW
CBG.R;CARABAO GROUP PCL SHS NON-VOTING D;Generi di largo consumo;Azionario;1.180.772,30;0,00;1.180.772,30;928.400,00;1,27;Tailandia;Stock Exchange Of Thailand;THB
600601;FOUNDER TECHNOLOGY GROUP LTD A;IT;Azionario;1.180.965,15;0,00;1.180.965,15;645.000,00;1,83;Cina;Shanghai Stock Exchange;CNY
1610;COFCO JOYCOME FOODS LTD;Generi di largo consumo;Azionario;1.182.020,08;0,00;1.182.020,08;8.053.000,00;0,15;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MRVE3;MRV ENGENHARIA E PARTICIPACOES SA;Consumi Discrezionali;Azionario;1.183.902,84;0,00;1.183.902,84;1.082.732,00;1,09;Brasile;XBSP;BRL
754;HOPSON DEVELOPMENT HOLDINGS LTD;Immobili;Azionario;1.184.701,13;0,00;1.184.701,13;3.765.652,00;0,31;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600196;SHANGHAI FOSUN PHARMACEUTICAL (GRO;Salute;Azionario;1.177.066,20;0,00;1.177.066,20;362.600,00;3,25;Cina;Shanghai Stock Exchange;CNY
4071;ARABIAN CONTRACTING SERVICES;Comunicazione;Azionario;1.177.984,39;0,00;1.177.984,39;46.804,00;25,17;Arabia Saudita;Saudi Stock Exchange;SAR
2070;SAUDI PHARMACEUTICAL INDUST AND ME;Salute;Azionario;1.178.741,01;0,00;1.178.741,01;153.888,00;7,66;Arabia Saudita;Saudi Stock Exchange;SAR
3050;SOUTHERN PROVINCE CEMENT;Materiali;Azionario;1.178.952,30;0,00;1.178.952,30;221.220,00;5,33;Arabia Saudita;Saudi Stock Exchange;SAR
4050;SAUDI AUTOMOTIVE SERVICES;Consumi Discrezionali;Azionario;1.179.945,93;0,00;1.179.945,93;88.430,00;13,34;Arabia Saudita;Saudi Stock Exchange;SAR
TVO.R;THAI VEGETABLE OIL NON-VOTING DR P;Generi di largo consumo;Azionario;1.172.748,21;0,00;1.172.748,21;1.471.799,00;0,80;Tailandia;Stock Exchange Of Thailand;THB
2439;MERRY ELECTRONICS LTD;Consumi Discrezionali;Azionario;1.168.451,81;0,00;1.168.451,81;400.751,00;2,92;Taiwan;Taiwan Stock Exchange;TWD
BASF;BASF INDIA LTD;Materiali;Azionario;1.169.024,49;0,00;1.169.024,49;32.472,00;36,00;India;National Stock Exchange Of India;INR
2081;ALKHORAYEF WATER & POWER TECHNOLOG;Imprese di servizi di pubblica utilità;Azionario;1.169.488,91;0,00;1.169.488,91;36.350,00;32,17;Arabia Saudita;Saudi Stock Exchange;SAR
6887;SUNSHINE LAKE PHARMA LTD CLASS H;Salute;Azionario;1.169.670,86;0,00;1.169.670,86;260.791,00;4,49;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3010;ARABIAN CEMENT;Materiali;Azionario;1.169.788,80;0,00;1.169.788,80;193.064,00;6,06;Arabia Saudita;Saudi Stock Exchange;SAR
002129;TCL ZHONGHUAN RENEWABLE ENERGY TEC;IT;Azionario;1.169.934,74;0,00;1.169.934,74;842.471,00;1,39;Cina;Shenzhen Stock Exchange;CNY
TIMETECHNO;TIME TECHNOPLAST LTD;Materiali;Azionario;1.171.314,18;0,00;1.171.314,18;644.863,00;1,82;India;National Stock Exchange Of India;INR
CLP;CLP CASH;Liquidità e/o derivati;Contanti;1.165.854,22;0,00;1.165.854,22;1.058.210.898,00;0,11;Cile;--;CLP
232140;YCC CORP;IT;Azionario;1.162.904,00;0,00;1.162.904,00;120.094,00;9,68;Corea;Korea Exchange (Kosdaq);KRW
DFM;DUBAI FINANCIAL MARKET;Finanziari;Azionario;1.163.170,23;0,00;1.163.170,23;2.987.436,00;0,39;Emirati Arabi Uniti;Dubai Financial Market;AED
GNFC;GUJARAT NARMADA VALLEY FERTILIZERS;Materiali;Azionario;1.164.873,04;0,00;1.164.873,04;221.288,00;5,26;India;National Stock Exchange Of India;INR
027360;AJU IB INVESTMENT CO.LTD LTD;Finanziari;Azionario;1.166.436,33;0,00;1.166.436,33;185.283,00;6,30;Corea;Korea Exchange (Kosdaq);KRW
EUREKAFORB;EUREKA FORBES LTD;Consumi Discrezionali;Azionario;1.161.447,55;0,00;1.161.447,55;250.144,00;4,64;India;National Stock Exchange Of India;INR
600009;SHANGHAI INTERNATIONAL AIRPORT LTD;Industriali;Azionario;1.162.154,64;0,00;1.162.154,64;333.473,00;3,49;Cina;Shanghai Stock Exchange;CNY
MDIA3;M DIAS BRANCO INDUSTRIA SA;Generi di largo consumo;Azionario;1.151.735,54;0,00;1.151.735,54;311.763,00;3,69;Brasile;XBSP;BRL
2476;G SHANK ENTERPRISE LTD;Industriali;Azionario;1.153.571,60;0,00;1.153.571,60;303.000,00;3,81;Taiwan;Taiwan Stock Exchange;TWD
000999;CHINA RESOURCES SANJIU MEDICAL AND;Salute;Azionario;1.148.118,65;0,00;1.148.118,65;321.689,00;3,57;Cina;Shenzhen Stock Exchange;CNY
603260;HOSHINE SILICON INDUSTRY LTD A;Materiali;Azionario;1.137.261,67;0,00;1.137.261,67;206.600,00;5,50;Cina;Shanghai Stock Exchange;CNY
298050;HS HYOSUNG ADVANCED MATERIALS CORP;Materiali;Azionario;1.137.948,14;0,00;1.137.948,14;8.833,00;128,83;Corea;Korea Exchange (Stock Market);KRW
2428;THINKING ELECTRONIC INDUSTRIAL LTD;IT;Azionario;1.140.278,24;0,00;1.140.278,24;127.000,00;8,98;Taiwan;Taiwan Stock Exchange;TWD
600027;HUADIAN POWER INTERNATIONAL CORP L;Imprese di servizi di pubblica utilità;Azionario;1.132.319,57;0,00;1.132.319,57;1.477.100,00;0,77;Cina;Shanghai Stock Exchange;CNY
INGERRAND;INGERSOLL RAND INDIA LTD;Industriali;Azionario;1.132.783,02;0,00;1.132.783,02;27.153,00;41,72;India;National Stock Exchange Of India;INR
122870;YG ENTERTAINMENT INC;Comunicazione;Azionario;1.134.723,81;0,00;1.134.723,81;42.079,00;26,97;Corea;Korea Exchange (Kosdaq);KRW
688019;ANJI MICROELECTRONICS TECHNOLOGY (;IT;Azionario;1.134.925,96;0,00;1.134.925,96;28.200,00;40,25;Cina;Shanghai Stock Exchange;CNY
4105;TTY BIOPHARM LTD;Salute;Azionario;1.135.854,68;0,00;1.135.854,68;474.193,00;2,40;Taiwan;Gretai Securities Market;TWD
FLRY3;FLEURY SA;Salute;Azionario;1.129.944,84;0,00;1.129.944,84;392.336,00;2,88;Brasile;XBSP;BRL
ABLBL;ADITYA BIRLA LIFESTYLE BRANDS LTD;Consumi Discrezionali;Azionario;1.130.057,40;0,00;1.130.057,40;1.056.459,00;1,07;India;National Stock Exchange Of India;INR
002601;LB GROUP LTD A;Materiali;Azionario;1.130.278,10;0,00;1.130.278,10;550.400,00;2,05;Cina;Shenzhen Stock Exchange;CNY
777;NETDRAGON WEBSOFT LTD;Comunicazione;Azionario;1.130.682,14;0,00;1.130.682,14;1.128.500,00;1,00;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
AMATA.R;AMATA CORPORATION NON-VOTING DR PC;Immobili;Azionario;1.130.816,73;0,00;1.130.816,73;1.419.175,00;0,80;Tailandia;Stock Exchange Of Thailand;THB
4162;ALMUNAJEM FOODS;Generi di largo consumo;Azionario;1.126.268,41;0,00;1.126.268,41;66.075,00;17,05;Arabia Saudita;Saudi Stock Exchange;SAR
4743;ONENESS BIOTECH LTD;Salute;Azionario;1.126.993,54;0,00;1.126.993,54;704.807,00;1,60;Taiwan;Gretai Securities Market;TWD
AIIL;AUTHUM INVESTMENT AND INFRASTRUCTU;Finanziari;Azionario;1.127.075,28;0,00;1.127.075,28;231.252,00;4,87;India;National Stock Exchange Of India;INR
TTW.R;TTW PUBLIC COMPANY LIMITED NON-VOT;Imprese di servizi di pubblica utilità;Azionario;1.119.707,63;0,00;1.119.707,63;3.907.600,00;0,29;Tailandia;Stock Exchange Of Thailand;THB
TARIL;TRANSFORMERS AND RECTIFIERS INDIA;Industriali;Azionario;1.120.217,87;0,00;1.120.217,87;331.203,00;3,38;India;National Stock Exchange Of India;INR
300782;MAXSCEND MICROELECTRONICS LTD A;IT;Azionario;1.120.454,47;0,00;1.120.454,47;72.544,00;15,45;Cina;Shenzhen Stock Exchange;CNY
SARDAEN;SARDA ENERGY AND MINERALS LTD;Materiali;Azionario;1.120.799,91;0,00;1.120.799,91;194.684,00;5,76;India;National Stock Exchange Of India;INR
2597;RUENTEX ENGINEERING & CONSTRUCTION;Industriali;Azionario;1.121.066,01;0,00;1.121.066,01;191.520,00;5,85;Taiwan;Taiwan Stock Exchange;TWD
EA.R;ENERGY ABSOLUTE NON-VOTING DR PCL;Imprese di servizi di pubblica utilità;Azionario;1.121.097,21;0,00;1.121.097,21;10.822.900,00;0,10;Tailandia;Stock Exchange Of Thailand;THB
BRKM5;BRASKEM PREF CLASS A SA;Materiali;Azionario;1.121.706,31;0,00;1.121.706,31;654.301,00;1,71;Brasile;XBSP;BRL
AYGAZ.E;AYGAZ A;Imprese di servizi di pubblica utilità;Azionario;1.122.117,04;0,00;1.122.117,04;212.460,00;5,28;Turchia;Istanbul Stock Exchange;TRY
300803;BEIJING COMPASS TECHNOLOGY DEVELOP;Finanziari;Azionario;1.114.909,13;0,00;1.114.909,13;90.055,00;12,38;Cina;Shenzhen Stock Exchange;CNY
MEDC;MEDCO ENERGI INTERNASIONAL;Energia;Azionario;1.115.289,67;0,00;1.115.289,67;16.673.812,00;0,07;Indonesia;Indonesia Stock Exchange;IDR
GMAT3;GRUPO MATEUS SA;Generi di largo consumo;Azionario;1.110.154,02;0,00;1.110.154,02;1.393.529,00;0,80;Brasile;XBSP;BRL
HAPSENG;HAP SENG CONSOLIDATED;Industriali;Azionario;1.110.539,23;0,00;1.110.539,23;1.537.200,00;0,72;Malesia;Bursa Malaysia;MYR
600157;WINTIME ENERGY GROUP LTD A;Imprese di servizi di pubblica utilità;Azionario;1.113.405,62;0,00;1.113.405,62;4.195.900,00;0,27;Cina;Shanghai Stock Exchange;CNY
002920;HUIZHOU DESAY SV AUTOMOTIVE LTD A;Consumi Discrezionali;Azionario;1.102.414,59;0,00;1.102.414,59;79.200,00;13,92;Cina;Shenzhen Stock Exchange;CNY
STGT.R;SRI TRANG GLOVES (THAILAND) PCL NO;Salute;Azionario;1.103.332,52;0,00;1.103.332,52;3.243.400,00;0,34;Tailandia;Stock Exchange Of Thailand;THB
GULFNAV;GULF NAVIGATION HOLDING;Industriali;Azionario;1.103.652,68;0,00;1.103.652,68;1.311.793,00;0,84;Emirati Arabi Uniti;Dubai Financial Market;AED
MAPA;MAP AKTIF ADIPERKASA;Consumi Discrezionali;Azionario;1.104.031,31;0,00;1.104.031,31;34.893.200,00;0,03;Indonesia;Indonesia Stock Exchange;IDR
1896;MAOYAN ENTERTAINMENT;Comunicazione;Azionario;1.104.143,67;0,00;1.104.143,67;1.620.000,00;0,68;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
601916;CHINA ZHESHANG BANK LTD A;Finanziari;Azionario;1.100.077,99;0,00;1.100.077,99;2.414.956,00;0,46;Cina;Shanghai Stock Exchange;CNY
AGTHIA;AGTHIA GROUP;Generi di largo consumo;Azionario;1.092.497,77;0,00;1.092.497,77;1.117.680,00;0,98;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
JUBLINGREA;JUBILANT INGREVIA LTD;Materiali;Azionario;1.093.104,70;0,00;1.093.104,70;165.709,00;6,60;India;National Stock Exchange Of India;INR
600803;ENN NATURAL GAS LTD A;Imprese di servizi di pubblica utilità;Azionario;1.093.409,74;0,00;1.093.409,74;386.100,00;2,83;Cina;Shanghai Stock Exchange;CNY
VGI.R;VGI NON-VOTING DR PCL;Comunicazione;Azionario;1.093.927,80;0,00;1.093.927,80;37.182.150,00;0,03;Tailandia;Stock Exchange Of Thailand;THB
LAMDA;LAMDA DEVELOPMENT;Immobili;Azionario;1.094.221,71;0,00;1.094.221,71;152.193,00;7,19;Grecia;Athens Exchange S.A. Cash Market;EUR
300207;SUNWODA ELECTRONIC LTD A;Industriali;Azionario;1.095.244,82;0,00;1.095.244,82;357.700,00;3,06;Cina;Shenzhen Stock Exchange;CNY
RELIGARE;RELIGARE ENTERPRISES LTD;Finanziari;Azionario;1.095.977,96;0,00;1.095.977,96;456.071,00;2,40;India;National Stock Exchange Of India;INR
SGP;SYNERGY GRID AND DEVELOPMENT PHILS;Imprese di servizi di pubblica utilità;Azionario;1.089.071,98;0,00;1.089.071,98;2.159.700,00;0,50;Filippine;Philippine Stock Exchange Inc.;PHP
INTP;INDOCEMENT TUNGGAL PRAKARSA;Materiali;Azionario;1.090.116,57;0,00;1.090.116,57;4.849.000,00;0,22;Indonesia;Indonesia Stock Exchange;IDR
600536;CHINA NATIONAL SOFTWARE & SERVICE;IT;Azionario;1.091.246,87;0,00;1.091.246,87;202.803,00;5,38;Cina;Shanghai Stock Exchange;CNY
CHG.R;CHULARAT HOSPITAL NON-VOTING DR PC;Salute;Azionario;1.091.274,50;0,00;1.091.274,50;24.900.900,00;0,04;Tailandia;Stock Exchange Of Thailand;THB
VARROC;VARROC ENGINEERING LTD;Consumi Discrezionali;Azionario;1.084.216,14;0,00;1.084.216,14;175.561,00;6,18;India;National Stock Exchange Of India;INR
6177;DA-LI CONSTRUCTION LTD;Immobili;Azionario;1.084.298,18;0,00;1.084.298,18;751.959,00;1,44;Taiwan;Taiwan Stock Exchange;TWD
604;SHENZHEN INVESTMENT LTD;Immobili;Azionario;1.084.598,38;0,00;1.084.598,38;11.181.139,00;0,10;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SMU;SMU SA;Generi di largo consumo;Azionario;1.086.717,88;0,00;1.086.717,88;7.158.064,00;0,15;Cile;Santiago Stock Exchange;CLP
V2RETAIL;V2 RETAIL LTD;Consumi Discrezionali;Azionario;1.087.719,69;0,00;1.087.719,69;416.404,00;2,61;India;National Stock Exchange Of India;INR
601577;BANK OF CHANGSHA LTD A;Finanziari;Azionario;1.078.985,45;0,00;1.078.985,45;765.600,00;1,41;Cina;Shanghai Stock Exchange;CNY
LUMAXTECH;LUMAX AUTO TECHNOLOGIES LTD;Consumi Discrezionali;Azionario;1.079.430,75;0,00;1.079.430,75;61.570,00;17,53;India;National Stock Exchange Of India;INR
1313;CHINA RES BUILD MATERIAL TECH HOLD;Materiali;Azionario;1.081.724,42;0,00;1.081.724,42;7.004.255,00;0,15;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2157;LEPU BIOPHARMA LTD H;Salute;Azionario;1.082.783,97;0,00;1.082.783,97;2.215.000,00;0,49;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MAHSING;MAH SING GROUP;Immobili;Azionario;1.076.335,03;0,00;1.076.335,03;4.401.500,00;0,24;Malesia;Bursa Malaysia;MYR
2897;O-BANK LTD;Finanziari;Azionario;1.077.072,92;0,00;1.077.072,92;3.296.000,00;0,33;Taiwan;Taiwan Stock Exchange;TWD
073240;KUMHO TIREINC INC;Consumi Discrezionali;Azionario;1.078.155,37;0,00;1.078.155,37;357.252,00;3,02;Corea;Korea Exchange (Stock Market);KRW
BANCOINDIA;BANCO PRODUCTS INDIA LTD;Consumi Discrezionali;Azionario;1.070.226,29;0,00;1.070.226,29;155.013,00;6,90;India;National Stock Exchange Of India;INR
LTE;LIGHTHOUSE PROPERTIES PLC;Immobili;Azionario;1.070.459,02;0,00;1.070.459,02;2.390.014,00;0,45;Sud Africa;Johannesburg Stock Exchange;ZAR
GISS;GULF INTERNATIONAL SERVICES;Energia;Azionario;1.070.610,15;0,00;1.070.610,15;1.792.226,00;0,60;Qatar;Qatar Exchange;QAR
RECV3;PETRORECONCAVO SA;Energia;Azionario;1.072.243,17;0,00;1.072.243,17;509.410,00;2,10;Brasile;XBSP;BRL
MGLU3;MAGAZINE LUIZA SA;Consumi Discrezionali;Azionario;1.067.808,66;0,00;1.067.808,66;1.005.281,00;1,06;Brasile;XBSP;BRL
2283;FIRST MILLING CO;Generi di largo consumo;Azionario;1.068.456,87;0,00;1.068.456,87;76.414,00;13,98;Arabia Saudita;Saudi Stock Exchange;SAR
LEVE3;MAHLE-METAL LEVE SA;Consumi Discrezionali;Azionario;1.068.620,28;0,00;1.068.620,28;170.548,00;6,27;Brasile;XBSP;BRL
